"rgb","r","g","b","colorname","RGB"
"160 - 180 - 20","160","180","20","yellow green","[160, 180, 20]"
"200 - 100 - 70","200","100","70","brick orange","[200, 100, 70]"
"70 - 100 - 90","70","100","90","forest green","[70, 100, 90]"
"70 - 100 - 90","70","100","90","forest green","[70, 100, 90]"
"50 - 80 - 100","50","80","100","grayish blue","[50, 80, 100]"
"160 - 0 - 80","160","0","80","royal purple","[160, 0, 80]"
"250 - 240 - 0","250","240","0","sunny yellow","[250, 240, 0]"
"200 - 100 - 70","200","100","70","burnt orange","[200, 100, 70]"
"70 - 100 - 90","70","100","90","hunter green","[70, 100, 90]"
"200 - 170 - 170","200","170","170","aging purple","[200, 170, 170]"
"70 - 100 - 90","70","100","90","blueish gray","[70, 100, 90]"
"200 - 170 - 170","200","170","170","light purple","[200, 170, 170]"
"200 - 160 - 180","200","160","180","faded fushia","[200, 160, 180]"
"120 - 80 - 40","120","80","40","medium brown","[120, 80, 40]"
"220 - 240 - 150","220","240","150","yellow beige","[220, 240, 150]"
"220 - 240 - 150","220","240","150","light yellow","[220, 240, 150]"
"50 - 80 - 100","50","80","100","grayish blue","[50, 80, 100]"
"150 - 200 - 180","150","200","180","pastel green","[150, 200, 180]"
"150 - 200 - 180","150","200","180","bluish green","[150, 200, 180]"
"120 - 80 - 40","120","80","40","earthy brown","[120, 80, 40]"
"220 - 240 - 150","220","240","150","muddy yellow","[220, 240, 150]"
"110 - 100 - 10","110","100","10","sewage brown","[110, 100, 10]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"200 - 170 - 170","200","170","170","pinkish gray","[200, 170, 170]"
"200 - 100 - 70","200","100","70","muddy orange","[200, 100, 70]"
"160 - 180 - 20","160","180","20","green yellow","[160, 180, 20]"
"170 - 160 - 40","170","160","40","muddy yellow","[170, 160, 40]"
"220 - 240 - 150","220","240","150","yellow green","[220, 240, 150]"
"200 - 160 - 180","200","160","180","light maroon","[200, 160, 180]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"160 - 0 - 80","160","0","80","light maroon","[160, 0, 80]"
"100 - 60 - 20","100","60","20","medium brown","[100, 60, 20]"
"220 - 240 - 150","220","240","150","pastel green","[220, 240, 150]"
"160 - 0 - 80","160","0","80","dark magenta","[160, 0, 80]"
"50 - 80 - 100","50","80","100","blueish grey","[50, 80, 100]"
"160 - 180 - 20","160","180","20","yellow green","[160, 180, 20]"
"160 - 0 - 80","160","0","80","pinky purple","[160, 0, 80]"
"100 - 60 - 20","100","60","20","burnt sienna","[100, 60, 20]"
"110 - 100 - 10","110","100","10","piss metalic","[110, 100, 10]"
"110 - 100 - 10","110","100","10","yellow brown","[110, 100, 10]"
"50 - 80 - 100","50","80","100","darkish blue","[50, 80, 100]"
"220 - 240 - 150","220","240","150","pastel green","[220, 240, 150]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"250 - 120 - 30","250","120","30","burnt orange","[250, 120, 30]"
"200 - 160 - 180","200","160","180","muted purple","[200, 160, 180]"
"190 - 220 - 210","190","220","210","silvery blue","[190, 220, 210]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"70 - 100 - 90","70","100","90","grayish blue","[70, 100, 90]"
"220 - 240 - 150","220","240","150","dirty yellow","[220, 240, 150]"
"130 - 30 - 180","130","30","180","royal purple","[130, 30, 180]"
"150 - 200 - 180","150","200","180","grayish blue","[150, 200, 180]"
"200 - 170 - 170","200","170","170","dusty purple","[200, 170, 170]"
"250 - 240 - 0","250","240","0","omg sunshine","[250, 240, 0]"
"220 - 240 - 150","220","240","150","light yellow","[220, 240, 150]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"100 - 60 - 20","100","60","20","medium brown","[100, 60, 20]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"170 - 160 - 40","170","160","40","yellow green","[170, 160, 40]"
"70 - 100 - 90","70","100","90","spruce green","[70, 100, 90]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"100 - 60 - 20","100","60","20","yellow brown","[100, 60, 20]"
"160 - 180 - 20","160","180","20","yellow green","[160, 180, 20]"
"70 - 100 - 90","70","100","90","greyish blue","[70, 100, 90]"
"70 - 100 - 90","70","100","90","forest green","[70, 100, 90]"
"130 - 30 - 180","130","30","180","royal purple","[130, 30, 180]"
"160 - 0 - 80","160","0","80","deep magenta","[160, 0, 80]"
"200 - 170 - 170","200","170","170","grayish pink","[200, 170, 170]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"160 - 0 - 80","160","0","80","pinky purple","[160, 0, 80]"
"220 - 240 - 150","220","240","150","light yellow","[220, 240, 150]"
"70 - 100 - 90","70","100","90","hunter green","[70, 100, 90]"
"170 - 160 - 40","170","160","40","yellow green","[170, 160, 40]"
"160 - 180 - 20","160","180","20","yellow green","[160, 180, 20]"
"110 - 100 - 10","110","100","10","yellow brown","[110, 100, 10]"
"200 - 100 - 70","200","100","70","brownish red","[200, 100, 70]"
"70 - 100 - 90","70","100","90","forest green","[70, 100, 90]"
"220 - 240 - 150","220","240","150","yellow green","[220, 240, 150]"
"170 - 160 - 40","170","160","40","golden brown","[170, 160, 40]"
"160 - 180 - 20","160","180","20","putrid green","[160, 180, 20]"
"160 - 180 - 20","160","180","20","green yellow","[160, 180, 20]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"220 - 20 - 0","220","20","0","brownish red","[220, 20, 0]"
"220 - 240 - 150","220","240","150","light yellow","[220, 240, 150]"
"50 - 80 - 100","50","80","100","blueish grey","[50, 80, 100]"
"160 - 180 - 20","160","180","20","green yellow","[160, 180, 20]"
"200 - 160 - 180","200","160","180","purple white","[200, 160, 180]"
"160 - 180 - 20","160","180","20","green yellow","[160, 180, 20]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"130 - 30 - 180","130","30","180","royal purple","[130, 30, 180]"
"150 - 200 - 180","150","200","180","pastel green","[150, 200, 180]"
"110 - 100 - 10","110","100","10","yellow green","[110, 100, 10]"
"200 - 170 - 170","200","170","170","light purple","[200, 170, 170]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"70 - 100 - 90","70","100","90","forest green","[70, 100, 90]"
"220 - 240 - 150","220","240","150","light yellow","[220, 240, 150]"
"70 - 100 - 90","70","100","90","forest green","[70, 100, 90]"
"160 - 180 - 20","160","180","20","yellow green","[160, 180, 20]"
"160 - 180 - 20","160","180","20","yellow green","[160, 180, 20]"
"50 - 80 - 100","50","80","100","darkish blue","[50, 80, 100]"
"200 - 100 - 70","200","100","70","light salmon","[200, 100, 70]"
"200 - 100 - 70","200","100","70","burnt orange","[200, 100, 70]"
"150 - 200 - 180","150","200","180","boring color","[150, 200, 180]"
"200 - 160 - 180","200","160","180","dusty fushia","[200, 160, 180]"
"220 - 240 - 150","220","240","150","yellow green","[220, 240, 150]"
"200 - 160 - 180","200","160","180","pastel lilac","[200, 160, 180]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"200 - 100 - 70","200","100","70","burnt orange","[200, 100, 70]"
"200 - 100 - 70","200","100","70","burnt orange","[200, 100, 70]"
"150 - 200 - 180","150","200","180","tiffany blue","[150, 200, 180]"
"160 - 180 - 20","160","180","20","vomity green","[160, 180, 20]"
"170 - 160 - 40","170","160","40","yellow olive","[170, 160, 40]"
"130 - 30 - 180","130","30","180","vivid purple","[130, 30, 180]"
"120 - 80 - 40","120","80","40","medium brown","[120, 80, 40]"
"200 - 100 - 70","200","100","70","orange brown","[200, 100, 70]"
"220 - 240 - 150","220","240","150","light yellow","[220, 240, 150]"
"250 - 240 - 0","250","240","0","sunny yellow","[250, 240, 0]"
"200 - 170 - 170","200","170","170","grayish pink","[200, 170, 170]"
"160 - 180 - 20","160","180","20","dirty yellow","[160, 180, 20]"
"160 - 180 - 20","160","180","20","green yellow","[160, 180, 20]"
"250 - 240 - 0","250","240","0","dirty yellow","[250, 240, 0]"
"250 - 120 - 30","250","120","30","light orange","[250, 120, 30]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"70 - 100 - 90","70","100","90","bottle green","[70, 100, 90]"
"100 - 60 - 20","100","60","20","darker brown","[100, 60, 20]"
"160 - 0 - 80","160","0","80","dark fuschia","[160, 0, 80]"
"200 - 100 - 70","200","100","70","burnt sienna","[200, 100, 70]"
"200 - 160 - 180","200","160","180","pinky purple","[200, 160, 180]"
"160 - 0 - 80","160","0","80","dark magenta","[160, 0, 80]"
"50 - 80 - 100","50","80","100","greyish blue","[50, 80, 100]"
"200 - 160 - 180","200","160","180","muddled pink","[200, 160, 180]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"200 - 160 - 180","200","160","180","light purple","[200, 160, 180]"
"160 - 180 - 20","160","180","20","green yellow","[160, 180, 20]"
"160 - 180 - 20","160","180","20","green brown","[160, 180, 20]"
"110 - 100 - 10","110","100","10","olive green","[110, 100, 10]"
"200 - 160 - 180","200","160","180","dull purple","[200, 160, 180]"
"100 - 60 - 20","100","60","20","light brown","[100, 60, 20]"
"70 - 100 - 90","70","100","90","medium grey","[70, 100, 90]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"200 - 160 - 180","200","160","180","pastel pink","[200, 160, 180]"
"160 - 180 - 20","160","180","20","dirty green","[160, 180, 20]"
"170 - 160 - 40","170","160","40","olive green","[170, 160, 40]"
"160 - 180 - 20","160","180","20","light olive","[160, 180, 20]"
"200 - 170 - 170","200","170","170","ugly salmon","[200, 170, 170]"
"250 - 240 - 0","250","240","0","dark yellow","[250, 240, 0]"
"160 - 180 - 20","160","180","20","yucky green","[160, 180, 20]"
"160 - 180 - 20","160","180","20","puke yellow","[160, 180, 20]"
"10 - 90 - 210","10","90","210","medium blue","[10, 90, 210]"
"120 - 80 - 40","120","80","40","light brown","[120, 80, 40]"
"170 - 160 - 40","170","160","40","dirt yellow","[170, 160, 40]"
"170 - 160 - 40","170","160","40","beige brown","[170, 160, 40]"
"120 - 80 - 40","120","80","40","light brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","dark yellow","[160, 180, 20]"
"200 - 170 - 170","200","170","170","light brown","[200, 170, 170]"
"110 - 100 - 10","110","100","10","green brown","[110, 100, 10]"
"170 - 160 - 40","170","160","40","dark yellow","[170, 160, 40]"
"170 - 160 - 40","170","160","40","vomit green","[170, 160, 40]"
"220 - 20 - 0","220","20","0","fireman red","[220, 20, 0]"
"70 - 100 - 90","70","100","90","bluish grey","[70, 100, 90]"
"110 - 100 - 10","110","100","10","dirty green","[110, 100, 10]"
"110 - 100 - 10","110","100","10","vomit brown","[110, 100, 10]"
"110 - 100 - 10","110","100","10","dirty green","[110, 100, 10]"
"170 - 160 - 40","170","160","40","dark yellow","[170, 160, 40]"
"170 - 160 - 40","170","160","40","light brown","[170, 160, 40]"
"120 - 80 - 40","120","80","40","light brown","[120, 80, 40]"
"120 - 80 - 40","120","80","40","light brown","[120, 80, 40]"
"200 - 160 - 180","200","160","180","ligh purple","[200, 160, 180]"
"160 - 180 - 20","160","180","20","light green","[160, 180, 20]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"170 - 160 - 40","170","160","40","light olive","[170, 160, 40]"
"220 - 240 - 150","220","240","150","pale yellow","[220, 240, 150]"
"110 - 100 - 10","110","100","10","olive green","[110, 100, 10]"
"120 - 80 - 40","120","80","40","light brown","[120, 80, 40]"
"150 - 200 - 180","150","200","180","greeny blue","[150, 200, 180]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"10 - 90 - 210","10","90","210","bright blue","[10, 90, 210]"
"200 - 160 - 180","200","160","180","light lilac","[200, 160, 180]"
"160 - 180 - 20","160","180","20","bile yellow","[160, 180, 20]"
"170 - 160 - 40","170","160","40","swamp green","[170, 160, 40]"
"170 - 160 - 40","170","160","40","olive green","[170, 160, 40]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"200 - 160 - 180","200","160","180","purple grey","[200, 160, 180]"
"200 - 160 - 180","200","160","180","dark salmon","[200, 160, 180]"
"110 - 100 - 10","110","100","10","olive green","[110, 100, 10]"
"130 - 30 - 180","130","30","180","blue purple","[130, 30, 180]"
"10 - 90 - 210","10","90","210","medium blue","[10, 90, 210]"
"70 - 100 - 90","70","100","90","greeny grey","[70, 100, 90]"
"170 - 160 - 40","170","160","40","olive green","[170, 160, 40]"
"170 - 160 - 40","170","160","40","light brown","[170, 160, 40]"
"10 - 90 - 210","10","90","210","bright blue","[10, 90, 210]"
"190 - 220 - 210","190","220","210","bluish grey","[190, 220, 210]"
"200 - 100 - 70","200","100","70","dark salmon","[200, 100, 70]"
"130 - 130 - 130","130","130","130","medium grey","[130, 130, 130]"
"30 - 90 - 210","30","90","210","bright blue","[30, 90, 210]"
"200 - 160 - 180","200","160","180","pale purple","[200, 160, 180]"
"220 - 240 - 150","220","240","150","olive green","[220, 240, 150]"
"70 - 100 - 90","70","100","90","slate green","[70, 100, 90]"
"160 - 0 - 80","160","0","80","rosy purple","[160, 0, 80]"
"160 - 180 - 20","160","180","20","grass green","[160, 180, 20]"
"130 - 30 - 180","130","30","180","deep purple","[130, 30, 180]"
"110 - 100 - 10","110","100","10","olive green","[110, 100, 10]"
"200 - 100 - 70","200","100","70","light brown","[200, 100, 70]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"110 - 100 - 10","110","100","10","green browh","[110, 100, 10]"
"110 - 100 - 10","110","100","10","olive green","[110, 100, 10]"
"110 - 100 - 10","110","100","10","gross brown","[110, 100, 10]"
"50 - 80 - 100","50","80","100","cobalt blue","[50, 80, 100]"
"200 - 160 - 180","200","160","180","pale purple","[200, 160, 180]"
"160 - 0 - 80","160","0","80","dark purple","[160, 0, 80]"
"150 - 200 - 180","150","200","180","light green","[150, 200, 180]"
"110 - 100 - 10","110","100","10","green brown","[110, 100, 10]"
"120 - 80 - 40","120","80","40","light brown","[120, 80, 40]"
"50 - 80 - 100","50","80","100","tumblr blue","[50, 80, 100]"
"110 - 100 - 10","110","100","10","green brown","[110, 100, 10]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"190 - 220 - 210","190","220","210","light steel","[190, 220, 210]"
"150 - 200 - 180","150","200","180","light green","[150, 200, 180]"
"150 - 200 - 180","150","200","180","light green","[150, 200, 180]"
"200 - 160 - 180","200","160","180","grey purple","[200, 160, 180]"
"170 - 160 - 40","170","160","40","golden moss","[170, 160, 40]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"200 - 100 - 70","200","100","70","light brown","[200, 100, 70]"
"200 - 100 - 70","200","100","70","light brown","[200, 100, 70]"
"220 - 240 - 150","220","240","150","pale yellow","[220, 240, 150]"
"160 - 0 - 80","160","0","80","dark fucsia","[160, 0, 80]"
"200 - 100 - 70","200","100","70","burn salmon","[200, 100, 70]"
"130 - 30 - 180","130","30","180","blue violet","[130, 30, 180]"
"110 - 100 - 10","110","100","10","olive green","[110, 100, 10]"
"170 - 160 - 40","170","160","40","olive green","[170, 160, 40]"
"120 - 80 - 40","120","80","40","honey brown","[120, 80, 40]"
"200 - 160 - 180","200","160","180","grey purple","[200, 160, 180]"
"200 - 170 - 170","200","170","170","eraser pink","[200, 170, 170]"
"220 - 240 - 150","220","240","150","light yello","[220, 240, 150]"
"200 - 100 - 70","200","100","70","dark salmon","[200, 100, 70]"
"170 - 160 - 40","170","160","40","green ochre","[170, 160, 40]"
"70 - 100 - 90","70","100","90","greeny grey","[70, 100, 90]"
"220 - 240 - 150","220","240","150","light green","[220, 240, 150]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"110 - 100 - 10","110","100","10","olive green","[110, 100, 10]"
"130 - 130 - 130","130","130","130","bluish gray","[130, 130, 130]"
"200 - 160 - 180","200","160","180","pink purple","[200, 160, 180]"
"220 - 240 - 150","220","240","150","light green","[220, 240, 150]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"200 - 100 - 70","200","100","70","brick brown","[200, 100, 70]"
"30 - 90 - 210","30","90","210","bright blue","[30, 90, 210]"
"120 - 80 - 40","120","80","40","earth brown","[120, 80, 40]"
"160 - 180 - 20","160","180","20","olive green","[160, 180, 20]"
"150 - 200 - 180","150","200","180","nasty green","[150, 200, 180]"
"170 - 160 - 40","170","160","40","dirty green","[170, 160, 40]"
"150 - 200 - 180","150","200","180","light green","[150, 200, 180]"
"110 - 100 - 10","110","100","10","olive green","[110, 100, 10]"
"200 - 170 - 170","200","170","170","pale purple","[200, 170, 170]"
"150 - 200 - 180","150","200","180","powder blue","[150, 200, 180]"
